,ID,name,fuel,seller_type,transmission,owner,year,selling_price,km_driven,marca
931,4793,Hyundai Santro GS,Petrol,Dealer,Manual,First Owner,2005,€ 80000,56580,Hyundai
932,4796,Skoda Laura Ambiente 2.0 TDI CR MT,Diesel,Dealer,Manual,First Owner,2012,€ 385000,52000,Skoda
933,4799,Hyundai Verna 1.6 VTVT SX,Petrol,Trustmark Dealer,Manual,First Owner,2015,€ 760000,55340,Hyundai
934,4802,Maruti Swift Dzire VDI,Diesel,Trustmark Dealer,Manual,First Owner,2017,€ 600000,46507,Maruti
935,4805,Volkswagen Jetta 2.0L TDI Highline AT,Diesel,Dealer,Automatic,First Owner,2012,€ 735000,55300,Volkswagen
936,4808,Tata Indica Vista Quadrajet 90 VX,Diesel,Dealer,Manual,First Owner,2012,€ 285000,74300,Tata
937,4811,Honda City VX MT,Petrol,Dealer,Manual,First Owner,2010,€ 350000,48781,Honda
938,4814,Volkswagen Jetta 1.9 Highline TDI,Diesel,Dealer,Automatic,First Owner,2010,€ 290000,87620,Volkswagen
939,4817,Volkswagen Vento 1.5 TDI Highline Plus AT,Diesel,Dealer,Automatic,First Owner,2017,€ 890000,40219,Volkswagen
940,4820,Honda Jazz VX,Petrol,Dealer,Manual,First Owner,2011,€ 385000,11473,Honda
941,4823,Maruti Eeco 5 Seater AC BSIV,Petrol,Dealer,Manual,First Owner,2017,€ 425000,8352,Maruti
942,4826,Maruti Wagon R VXI AMT1.2BSIV,Petrol,Dealer,Automatic,First Owner,2017,€ 525000,9745,Maruti
943,4829,Hyundai Grand i10 Asta,Petrol,Dealer,Manual,First Owner,2017,€ 550000,9748,Hyundai
944,4832,Volkswagen Polo 1.0 MPI Trendline,Petrol,Dealer,Manual,First Owner,2012,€ 271000,49000,Volkswagen
945,4835,Hyundai Creta 1.6 CRDi SX Option,Diesel,Dealer,Manual,First Owner,2018,€ 1490000,20694,Hyundai
946,4838,Hyundai Grand i10 Asta Option,Petrol,Dealer,Manual,First Owner,2015,€ 490000,31080,Hyundai
947,4841,Hyundai EON Era Plus,Petrol,Dealer,Manual,First Owner,2014,€ 260000,37605,Hyundai
948,4844,Hyundai Xcent 1.1 CRDi SX Option,Diesel,Dealer,Manual,First Owner,2014,€ 455000,55850,Hyundai
949,4847,Tata Nano Lx BSIV,Petrol,Dealer,Manual,First Owner,2010,€ 75000,58850,Tata
950,4850,Toyota Etios Cross 1.2L G,Petrol,Dealer,Manual,First Owner,2015,€ 421000,23839,Toyota
951,4853,Maruti Swift DDiS LDI,Diesel,Dealer,Manual,First Owner,2016,€ 550000,54000,Maruti
952,4856,Hyundai i10 Sportz 1.2 AT,Petrol,Dealer,Automatic,First Owner,2013,€ 330000,38000,Hyundai
953,4859,Volkswagen Vento 1.5 TDI Comfortline,Diesel,Dealer,Manual,First Owner,2012,€ 390000,45454,Volkswagen
954,4862,Skoda Rapid 1.5 TDI AT Ambition,Diesel,Dealer,Automatic,First Owner,2015,€ 599000,46957,Skoda
955,4865,Hyundai Getz GLE,Petrol,Individual,Manual,Fourth & Above Owner,2007,€ 110000,60000,Hyundai
956,4868,Renault KWID RXT Optional,Petrol,Individual,Manual,First Owner,2016,€ 250000,25000,Renault
957,4871,Mahindra Scorpio M2DI,Diesel,Individual,Manual,Fourth & Above Owner,2012,€ 600000,110000,Mahindra
958,4874,Ford Endeavour XLT TDCi 4X2,Diesel,Individual,Manual,Second Owner,2008,€ 280000,190000,Ford
959,4877,Audi Q3 35 TDI Quattro Technology,Diesel,Individual,Automatic,First Owner,2018,€ 2700000,25000,Audi
960,4880,Mahindra Renault Logan 1.4 GLX Petrol,Petrol,Individual,Manual,First Owner,2008,€ 80000,90000,Mahindra
961,4883,Maruti Alto K10 VXI,Petrol,Individual,Manual,First Owner,2019,€ 350000,5000,Maruti
962,4886,Maruti Swift VDI BSIV,Diesel,Individual,Manual,First Owner,2015,€ 475000,60000,Maruti
963,4889,Audi A5 Sportback,Diesel,Individual,Automatic,First Owner,2020,€ 4700000,1500,Audi
964,4892,Maruti Swift Dzire VDI,Diesel,Individual,Manual,First Owner,2018,€ 500000,50000,Maruti
965,4895,Chevrolet Sail Hatchback 1.3 TCDi LT ABS,Diesel,Individual,Manual,First Owner,2014,€ 250000,120000,Chevrolet
966,4898,Hyundai Accent CRDi,Diesel,Individual,Manual,Second Owner,2005,€ 100000,120000,Hyundai
967,4901,Maruti Alto K10 VXI Airbag,Petrol,Individual,Manual,First Owner,2019,€ 350000,5000,Maruti
968,4904,BMW 7 Series Signature 730Ld,Diesel,Individual,Automatic,First Owner,2014,€ 4000000,47000,BMW
969,4907,Toyota Camry 2.5 Hybrid,Petrol,Individual,Automatic,First Owner,2017,€ 1900000,20000,Toyota
970,4910,Hyundai Santro Xing XG,Petrol,Individual,Manual,Second Owner,2005,€ 95000,120000,Hyundai
971,4913,Hyundai Grand i10 CRDi Sportz,Diesel,Individual,Manual,First Owner,2015,€ 409999,58000,Hyundai
972,4916,Mahindra XUV500 W5 BSIV,Diesel,Individual,Manual,First Owner,2018,€ 1050000,35000,Mahindra
973,4919,Maruti Alto K10 VXI,Petrol,Individual,Manual,First Owner,2017,€ 320000,30000,Maruti
974,4922,Mahindra XUV300 W8 Option Diesel BSIV,Diesel,Individual,Manual,First Owner,2019,€ 1000000,10000,Mahindra
975,4925,Toyota Innova Crysta 2.4 VX MT BSIV,Diesel,Individual,Manual,First Owner,2017,€ 1770000,25000,Toyota
976,4928,Mahindra Thar CRDe,Diesel,Individual,Manual,First Owner,2018,€ 950000,20000,Mahindra
977,4931,Maruti Swift Dzire ZDI,Diesel,Individual,Manual,First Owner,2018,€ 750000,50000,Maruti
978,4934,Hyundai EON Magna Plus,Petrol,Individual,Manual,First Owner,2014,€ 220000,42000,Hyundai
979,4937,Tata Hexa XM,Diesel,Individual,Manual,First Owner,2017,€ 1000000,50000,Tata
980,4940,Honda Mobilio E i DTEC,Diesel,Individual,Manual,First Owner,2017,€ 660000,116000,Honda
981,4943,Maruti Ertiga ZDI,Diesel,Individual,Manual,First Owner,2015,€ 716000,100000,Maruti
982,4946,Maruti Ciaz ZXi Plus,Petrol,Individual,Manual,First Owner,2015,€ 675000,66000,Maruti
983,4949,Mahindra Scorpio LX,Diesel,Individual,Manual,Third Owner,2010,€ 385000,110000,Mahindra
984,4952,Fiat Grande Punto EVO 1.3 Dynamic,Diesel,Individual,Manual,First Owner,2014,€ 325000,70000,Fiat
985,4955,Hyundai Creta 1.6 CRDi SX Option,Diesel,Individual,Manual,First Owner,2015,€ 950000,60000,Hyundai
986,4958,Ford Endeavour Hurricane Limited Edition,Diesel,Individual,Automatic,Fourth & Above Owner,2007,€ 400000,110000,Ford
987,4961,Tata Indica Vista TDI LS,Diesel,Individual,Manual,First Owner,2014,€ 250000,25000,Tata
988,4964,Land Rover Discovery S 2.0 SD4,Petrol,Individual,Automatic,First Owner,2018,€ 4000000,68000,Land
989,4967,Maruti Alto 800 LXI,Petrol,Individual,Manual,First Owner,2014,€ 210000,20000,Maruti
990,4970,Hyundai i10 Era 1.1 iTech SE,Petrol,Individual,Manual,Second Owner,2011,€ 147000,110000,Hyundai
991,4973,Maruti Vitara Brezza VDi Option,Diesel,Individual,Manual,First Owner,2018,€ 725000,26350,Maruti
992,4976,Mahindra Scorpio SLE BSIV,Diesel,Individual,Manual,First Owner,2012,€ 550000,90000,Mahindra
993,4979,Hyundai i20 Sportz Option 1.2,Petrol,Individual,Manual,First Owner,2016,€ 475000,25000,Hyundai
994,4982,Hyundai Santro Xing GLS,Petrol,Individual,Manual,Second Owner,2014,€ 250000,50000,Hyundai
995,4985,Tata Indica LSI,Petrol,Individual,Manual,Second Owner,2006,€ 70000,60000,Tata
996,4988,Hyundai EON Era Plus,Petrol,Individual,Manual,Third Owner,2012,€ 160000,70000,Hyundai
997,4991,Ford Endeavour 3.0L 4X4 AT,Diesel,Individual,Automatic,Second Owner,2011,€ 1000000,90000,Ford
998,4994,Hyundai Santro LE zipPlus,Petrol,Individual,Manual,First Owner,2001,€ 68000,70000,Hyundai
999,4997,Hyundai Grand i10 1.2 Kappa Asta,Petrol,Individual,Manual,First Owner,2017,€ 500000,26500,Hyundai
1000,5000,Tata Indigo CR4,Diesel,Individual,Manual,First Owner,2013,€ 170000,60000,Tata
1001,5003,Mahindra Scorpio S11 BSIV,Diesel,Individual,Manual,First Owner,2018,€ 1300000,35000,Mahindra
1002,5006,Hyundai Creta 1.4 EX Diesel,Diesel,Individual,Manual,First Owner,2020,€ 1050000,10000,Hyundai
1003,5009,Maruti Ritz LXI,Petrol,Individual,Manual,First Owner,2009,€ 300000,15000,Maruti
1004,5012,Hyundai i20 Magna 1.2,Petrol,Individual,Manual,First Owner,2016,€ 600000,25000,Hyundai
1005,5015,Hyundai Verna CRDi 1.6 SX,Diesel,Individual,Manual,First Owner,2017,€ 900000,50000,Hyundai
1006,5018,Hyundai Grand i10 1.2 Kappa Sportz BSIV,Petrol,Individual,Manual,First Owner,2019,€ 550000,25000,Hyundai
1007,5021,Maruti Alto LX,Petrol,Individual,Manual,Second Owner,2007,€ 100000,52000,Maruti
1008,5024,Honda Brio 1.2 S MT,Petrol,Individual,Manual,First Owner,2017,€ 400000,15000,Honda
1009,5027,Tata Nano Lx,Petrol,Individual,Manual,First Owner,2011,€ 120000,20000,Tata
1010,5030,Hyundai i20 Asta 1.4 CRDi,Diesel,Individual,Manual,First Owner,2013,€ 300000,90000,Hyundai
1011,5033,Tata Indigo LX,Diesel,Individual,Manual,Second Owner,2011,€ 140000,60000,Tata
1012,5036,Skoda Rapid 1.6 MPI Ambition With Alloy Wheel,Petrol,Individual,Manual,First Owner,2015,€ 640000,23000,Skoda
1013,5039,Maruti Alto K10 VXI,Petrol,Individual,Manual,First Owner,2018,€ 380000,22155,Maruti
1014,5042,Tata Nano Lx,Petrol,Individual,Manual,First Owner,2011,€ 120000,20000,Tata
1015,5045,Maruti Ciaz 1.4 Delta,Petrol,Individual,Manual,First Owner,2018,€ 650000,70000,Maruti
1016,5048,Maruti Alto LX,Petrol,Individual,Manual,Second Owner,2009,€ 150000,60000,Maruti
1017,5051,Ford Figo Aspire 1.2 Ti-VCT Trend,Petrol,Individual,Manual,First Owner,2018,€ 550000,35000,Ford
1018,5054,Mahindra XUV500 W8 4WD,Diesel,Dealer,Manual,First Owner,2012,€ 650000,71042,Mahindra
1019,5057,Mitsubishi Pajero Sport 4X4,Diesel,Dealer,Manual,Second Owner,2012,€ 1025000,167870,Mitsubishi
1020,5060,Ford Fiesta 1.5 TDCi Titanium,Diesel,Dealer,Manual,First Owner,2011,€ 195000,133564,Ford
1021,5063,Mercedes-Benz C-Class Progressive C 220d,Diesel,Dealer,Automatic,First Owner,2018,€ 3800000,10000,Mercedes-Benz
1022,5066,BMW 3 Series 320d Sport,Diesel,Dealer,Automatic,First Owner,2013,€ 1490000,40000,BMW
1023,5069,BMW X5 xDrive 30d xLine,Diesel,Dealer,Automatic,First Owner,2019,€ 4950000,30000,BMW
1024,5072,Honda City i-VTEC CVT ZX,Petrol,Trustmark Dealer,Automatic,First Owner,2018,€ 1140000,23038,Honda
1025,5075,Chevrolet Beat Diesel LS,Diesel,Individual,Manual,First Owner,2011,€ 95000,70000,Chevrolet
1026,5078,BMW 3 Series GT Luxury Line,Diesel,Individual,Automatic,First Owner,2017,€ 3050000,30000,BMW
1027,5081,Hyundai Grand i10 1.2 Kappa Magna AT,Petrol,Dealer,Automatic,First Owner,2017,€ 550000,19890,Hyundai
1028,5084,Maruti Ertiga VXI,Petrol,Trustmark Dealer,Manual,First Owner,2015,€ 625000,11918,Maruti
1029,5087,Hyundai Grand i10 Magna AT,Petrol,Dealer,Automatic,First Owner,2017,€ 520000,10510,Hyundai
1030,5090,Chevrolet Beat LT Option,Petrol,Dealer,Manual,First Owner,2016,€ 239000,41000,Chevrolet
1031,5093,Toyota Fortuner 4x2 AT,Diesel,Trustmark Dealer,Automatic,First Owner,2017,€ 2600000,47162,Toyota
1032,5096,Hyundai i10 Magna,Petrol,Dealer,Manual,First Owner,2012,€ 229999,49824,Hyundai
1033,5099,Audi A6 2.0 TDI Premium Plus,Diesel,Dealer,Automatic,First Owner,2013,€ 1300000,58500,Audi
1034,5102,Maruti Baleno Delta 1.2,Petrol,Trustmark Dealer,Manual,First Owner,2017,€ 585000,43608,Maruti
1035,5105,Maruti Baleno Alpha CVT,Petrol,Trustmark Dealer,Automatic,First Owner,2018,€ 825000,11212,Maruti
1036,5108,Hyundai i20 1.4 Magna Executive,Diesel,Dealer,Manual,First Owner,2013,€ 280000,52000,Hyundai
1037,5111,Maruti Baleno Zeta,Petrol,Trustmark Dealer,Manual,First Owner,2016,€ 725000,49217,Maruti
1038,5114,Mahindra Verito 1.5 D4 BSIV,Diesel,Individual,Manual,First Owner,2015,€ 300000,90000,Mahindra
1039,5117,Hyundai Xcent 1.2 Kappa S,Petrol,Individual,Manual,First Owner,2015,€ 375000,70000,Hyundai
1040,5120,Honda City VTEC,Petrol,Individual,Manual,Fourth & Above Owner,2003,€ 310000,90000,Honda
1041,5123,Maruti Swift Dzire VDi,Diesel,Individual,Manual,Third Owner,2011,€ 375000,190000,Maruti
1042,5126,Ford Endeavour 3.2 Titanium AT 4X4,Diesel,Individual,Automatic,First Owner,2016,€ 1950000,106000,Ford
1043,5129,Tata Xenon XT EX 4X2,Diesel,Individual,Manual,Second Owner,2012,€ 400000,80000,Tata
1044,5132,Nissan Terrano XL Plus 85 PS,Diesel,Individual,Manual,Second Owner,2014,€ 550000,80000,Nissan
1045,5135,Maruti Eeco 7 Seater Standard BSIV,Petrol,Individual,Manual,First Owner,2018,€ 270000,20000,Maruti
1046,5138,Maruti Ertiga ZDI,Diesel,Individual,Manual,Second Owner,2012,€ 555000,110000,Maruti
1047,5141,Ford Ecosport 1.5 DV5 MT Ambiente,Diesel,Individual,Manual,Second Owner,2013,€ 500000,60000,Ford
1048,5144,Skoda Laura Elegance 1.9 TDI  AT,Diesel,Individual,Automatic,Second Owner,2010,€ 400000,130000,Skoda
1049,5147,Hyundai EON 1.0 Era Plus,Petrol,Individual,Manual,First Owner,2017,€ 280000,28838,Hyundai
1050,5150,Tata Indica GLS BS IV,Petrol,Individual,Manual,First Owner,2008,€ 80000,200000,Tata
1051,5153,Tata Indica DLS,Diesel,Individual,Manual,First Owner,2006,€ 55000,100000,Tata
1052,5156,Maruti Alto 800 LXI Airbag,Petrol,Individual,Manual,First Owner,2014,€ 250000,50000,Maruti
1053,5159,Mahindra Bolero SLX 2WD,Diesel,Individual,Manual,Fourth & Above Owner,2010,€ 250000,190000,Mahindra
1054,5162,Mahindra Jeep MM 540,Diesel,Individual,Manual,Second Owner,2007,€ 95000,100000,Mahindra
1055,5165,Mahindra Scorpio 1.99 S10,Diesel,Individual,Manual,Second Owner,2014,€ 725000,135000,Mahindra
1056,5168,Mahindra Bolero Power Plus Plus AC BSIV PS,Diesel,Individual,Manual,Third Owner,2015,€ 320000,50000,Mahindra
1057,5171,Skoda Octavia Elegance 2.0 TDI AT,Diesel,Individual,Automatic,Third Owner,2014,€ 1200000,135000,Skoda
1058,5174,Chevrolet Beat Diesel LS,Diesel,Individual,Manual,First Owner,2012,€ 160000,50000,Chevrolet
1059,5177,Honda Jazz 1.5 VX i DTEC,Diesel,Dealer,Manual,First Owner,2018,€ 790000,19571,Honda
1060,5180,Honda City i-VTEC ZX,Petrol,Dealer,Manual,First Owner,2018,€ 1200000,29600,Honda
1061,5183,Maruti Swift LXI,Petrol,Individual,Manual,First Owner,2011,€ 175000,70000,Maruti
1062,5186,Maruti Vitara Brezza ZDi Plus AMT Dual Tone,Diesel,Individual,Automatic,First Owner,2018,€ 950000,15000,Maruti
1063,5189,Maruti Celerio LXI MT BSIV,Petrol,Individual,Manual,First Owner,2019,€ 340000,50000,Maruti
1064,5192,Renault Captur 1.5 Diesel RXT,Diesel,Individual,Manual,First Owner,2017,€ 825000,13500,Renault
1065,5195,Audi A4 30 TFSI Technology,Petrol,Individual,Automatic,First Owner,2018,€ 3100000,22000,Audi
1066,5198,Honda Amaze VX Diesel BSIV,Diesel,Dealer,Manual,First Owner,2018,€ 780000,25000,Honda
1067,5201,Toyota Corolla Altis 1.8 VL AT,Petrol,Individual,Automatic,Third Owner,2010,€ 350000,80000,Toyota
1068,5204,Honda Amaze VX Petrol BSIV,Petrol,Dealer,Manual,First Owner,2018,€ 690000,39000,Honda
1069,5207,Maruti Alto 800 VXI,Petrol,Individual,Manual,First Owner,2016,€ 245000,60000,Maruti
1070,5210,Honda Amaze VX Diesel BSIV,Diesel,Dealer,Manual,First Owner,2018,€ 790000,49000,Honda
1071,5213,Honda Amaze VX i-VTEC,Petrol,Dealer,Manual,First Owner,2018,€ 680000,48600,Honda
1072,5216,Hyundai Grand i10 Asta Option,Petrol,Individual,Manual,Second Owner,2017,€ 540000,20000,Hyundai
1073,5219,Mahindra KUV 100 mFALCON G80 K2,Petrol,Individual,Manual,First Owner,2016,€ 425000,25000,Mahindra
1074,5222,Maruti Zen Estilo Sports,Petrol,Individual,Manual,First Owner,2008,€ 140000,120000,Maruti
1075,5225,Maruti Ertiga ZDI Plus,Diesel,Individual,Manual,First Owner,2019,€ 1100000,30000,Maruti
1076,5228,Renault Lodgy 85PS RxL,Diesel,Individual,Manual,First Owner,2015,€ 715000,35000,Renault
1077,5231,Audi A4 3.0 TDI Quattro,Diesel,Dealer,Automatic,First Owner,2013,€ 1580000,86000,Audi
1078,5234,Audi Q3 2.0 TDI Quattro Premium Plus,Diesel,Dealer,Automatic,First Owner,2015,€ 1750000,127643,Audi
1079,5237,Tata Zest Revotron 1.2T XMS,Petrol,Dealer,Manual,Second Owner,2018,€ 400000,54000,Tata
1080,5240,Audi A6 2.0 TDI  Design Edition,Diesel,Dealer,Automatic,First Owner,2014,€ 1750000,102354,Audi
1081,5243,Audi Q5 2.0 TFSI Quattro Premium Plus,Petrol,Dealer,Automatic,First Owner,2014,€ 1850000,62237,Audi
1082,5246,Hyundai Santro Xing XL eRLX Euro III,Petrol,Dealer,Manual,Second Owner,2005,€ 114999,90000,Hyundai
1083,5249,Ford EcoSport 1.5 TDCi Titanium BSIV,Diesel,Dealer,Manual,First Owner,2018,€ 950000,21394,Ford
1084,5252,Datsun GO T Petrol,Petrol,Dealer,Manual,First Owner,2015,€ 310000,32686,Datsun
1085,5255,Mahindra Jeep CJ 500 DI,Diesel,Dealer,Manual,First Owner,2006,€ 575000,1001,Mahindra
1086,5258,Renault Pulse RxZ,Diesel,Dealer,Manual,First Owner,2017,€ 490000,22000,Renault
1087,5261,Hyundai Grand i10 Magna,Petrol,Dealer,Manual,First Owner,2017,€ 480000,53261,Hyundai
1088,5264,Land Rover Discovery Sport SD4 HSE Luxury,Diesel,Dealer,Automatic,First Owner,2016,€ 3500000,53000,Land
1089,5267,Renault KWID 1.0 RXT Optional,Petrol,Dealer,Manual,First Owner,2018,€ 370000,10000,Renault
1090,5270,Maruti Baleno Alpha 1.3,Diesel,Dealer,Manual,First Owner,2017,€ 835000,14000,Maruti
1091,5273,Volkswagen Polo 2015-2019 1.2 MPI Highline,Petrol,Dealer,Manual,First Owner,2017,€ 650000,44000,Volkswagen
1092,5276,Toyota Etios VD,Diesel,Dealer,Manual,First Owner,2014,€ 670000,39895,Toyota
1093,5279,Chevrolet Cruze LTZ AT,Diesel,Dealer,Automatic,First Owner,2017,€ 950000,73000,Chevrolet
1094,5282,Honda City i-VTEC SV,Petrol,Dealer,Manual,First Owner,2014,€ 690000,17000,Honda
1095,5285,Volkswagen Polo 2015-2019 1.2 MPI Highline,Petrol,Dealer,Manual,First Owner,2017,€ 670000,18591,Volkswagen
1096,5288,Tata Nexon 1.5 Revotorq XZ,Diesel,Dealer,Manual,First Owner,2017,€ 925000,26766,Tata
1097,5291,Hyundai EON Magna Plus,Petrol,Individual,Manual,First Owner,2015,€ 250000,30000,Hyundai
1098,5294,Tata Sumo Gold EX,Diesel,Individual,Manual,First Owner,2016,€ 509999,42000,Tata
1099,5297,Honda City i DTEC VX,Diesel,Individual,Manual,First Owner,2014,€ 520000,110000,Honda
1100,5300,Tata Indica DLE,Diesel,Individual,Manual,First Owner,2005,€ 100000,100000,Tata
1101,5303,Tata Indica DLS,Diesel,Individual,Manual,Second Owner,2006,€ 85000,300000,Tata
1102,5306,Tata Indigo LX,Diesel,Individual,Manual,Third Owner,2009,€ 130000,110000,Tata
1103,5309,Ford EcoSport 1.5 TDCi Titanium BSIV,Diesel,Dealer,Manual,First Owner,2018,€ 950000,27620,Ford
1104,5312,Ford Figo Aspire 1.2 Ti-VCT Titanium Plus,Petrol,Individual,Manual,First Owner,2015,€ 450000,70000,Ford
1105,5315,Honda City S,Petrol,Individual,Manual,Second Owner,2012,€ 320000,50000,Honda
1106,5318,Maruti Swift Dzire VDI,Diesel,Individual,Manual,First Owner,2015,€ 480000,50000,Maruti
1107,5321,Mercedes-Benz New C-Class C 220 CDI Grand Edition,Diesel,Individual,Automatic,First Owner,2014,€ 2490000,46000,Mercedes-Benz
1108,5324,Toyota Innova 2.5 VX 8 STR,Diesel,Individual,Manual,First Owner,2012,€ 790000,82000,Toyota
1109,5327,Maruti Omni MPI STD BSIV,Petrol,Individual,Manual,First Owner,2016,€ 120000,120000,Maruti
1110,5330,Maruti Alto LXi,Petrol,Individual,Manual,Third Owner,2006,€ 75000,80000,Maruti
1111,5333,Tata Indica GLS BS IV,Petrol,Individual,Manual,First Owner,2010,€ 99000,70000,Tata
1112,5336,Maruti S-Cross Zeta DDiS 200 SH,Diesel,Individual,Manual,First Owner,2018,€ 1015000,20000,Maruti
1113,5339,Mahindra Xylo D4 BSIV,Diesel,Individual,Manual,Second Owner,2013,€ 250000,200000,Mahindra
1114,5342,Toyota Innova Crysta 2.5 VX BS IV,Diesel,Individual,Manual,First Owner,2011,€ 520000,120000,Toyota
1115,5345,Hyundai Verna CRDi 1.6 AT SX Option,Diesel,Individual,Automatic,First Owner,2018,€ 1100000,30000,Hyundai
1116,5348,Toyota Innova 2.5 V Diesel 7-seater,Diesel,Individual,Manual,First Owner,2005,€ 200000,223000,Toyota
1117,5351,Maruti Swift Dzire VDI,Diesel,Individual,Manual,First Owner,2016,€ 525000,60000,Maruti
1118,5354,Hyundai i20 Asta 1.2,Petrol,Individual,Manual,First Owner,2016,€ 500000,40000,Hyundai
1119,5357,Mahindra Scorpio S2 7 Seater,Diesel,Individual,Manual,First Owner,2016,€ 675000,161327,Mahindra
1120,5360,Hyundai i10 Magna 1.2 iTech SE,Petrol,Individual,Manual,Third Owner,2009,€ 150000,60000,Hyundai
1121,5363,Mahindra Bolero DI,Diesel,Individual,Manual,First Owner,2007,€ 250000,50000,Mahindra
1122,5366,Hyundai Grand i10 1.2 Kappa Sportz BSIV,Petrol,Individual,Manual,First Owner,2018,€ 450000,6000,Hyundai
1123,5369,Hyundai Santro Xing XS,Petrol,Individual,Manual,Second Owner,2009,€ 150000,68000,Hyundai
1124,5372,Chevrolet Beat Diesel LS,Diesel,Individual,Manual,First Owner,2012,€ 200000,85000,Chevrolet
1125,5375,Mahindra Scorpio VLS AT 2.2 mHAWK,Diesel,Individual,Automatic,First Owner,2011,€ 525000,70000,Mahindra
1126,5378,Maruti Esteem VX,Petrol,Individual,Manual,Second Owner,1999,€ 60000,35000,Maruti
1127,5381,Maruti Swift Vdi BSIII,Diesel,Individual,Manual,Second Owner,2010,€ 180000,100000,Maruti
1128,5384,Honda Amaze S i-Dtech,Diesel,Individual,Manual,First Owner,2015,€ 475000,110000,Honda
1129,5387,Mahindra Scorpio VLS AT 2.2 mHAWK,Diesel,Individual,Automatic,Second Owner,2010,€ 380000,195000,Mahindra
1130,5390,Maruti Alto 800 LXI,Petrol,Individual,Manual,Second Owner,2015,€ 285000,46000,Maruti
1131,5393,Maruti Alto LXi BSIII,Petrol,Individual,Manual,Second Owner,2008,€ 91200,60000,Maruti
1132,5396,Datsun RediGO T Option,Petrol,Individual,Manual,First Owner,2017,€ 250000,46000,Datsun
1133,5399,Hyundai Grand i10 CRDi Sportz,Diesel,Individual,Manual,First Owner,2015,€ 400000,42000,Hyundai
1134,5402,Hyundai Santro Xing XG AT,Petrol,Individual,Automatic,Second Owner,2006,€ 160000,90000,Hyundai
1135,5405,Skoda Yeti Ambition 4X2,Diesel,Individual,Manual,Second Owner,2012,€ 650000,85000,Skoda
1136,5408,Hyundai Verna 1.6 SX,Diesel,Individual,Manual,Third Owner,2012,€ 409999,120000,Hyundai
1137,5411,Ford Ecosport 1.5 DV5 MT Titanium,Diesel,Individual,Manual,First Owner,2013,€ 425000,72000,Ford
