ID,name,fuel,seller_type,transmission,owner
5183,Maruti Swift LXI,Petrol,Individual,Manual,First Owner
5186,Maruti Vitara Brezza ZDi Plus AMT Dual Tone,Diesel,Individual,Automatic,First Owner
5189,Maruti Celerio LXI MT BSIV,Petrol,Individual,Manual,First Owner
5192,Renault Captur 1.5 Diesel RXT,Diesel,Individual,Manual,First Owner
5195,Audi A4 30 TFSI Technology,Petrol,Individual,Automatic,First Owner
5198,Honda Amaze VX Diesel BSIV,Diesel,Dealer,Manual,First Owner
5201,Toyota Corolla Altis 1.8 VL AT,Petrol,Individual,Automatic,Third Owner
5204,Honda Amaze VX Petrol BSIV,Petrol,Dealer,Manual,First Owner
5207,Maruti Alto 800 VXI,Petrol,Individual,Manual,First Owner
5210,Honda Amaze VX Diesel BSIV,Diesel,Dealer,Manual,First Owner
5213,Honda Amaze VX i-VTEC,Petrol,Dealer,Manual,First Owner
5216,Hyundai Grand i10 Asta Option,Petrol,Individual,Manual,Second Owner
5219,Mahindra KUV 100 mFALCON G80 K2,Petrol,Individual,Manual,First Owner
5222,Maruti Zen Estilo Sports,Petrol,Individual,Manual,First Owner
5225,Maruti Ertiga ZDI Plus,Diesel,Individual,Manual,First Owner
5228,Renault Lodgy 85PS RxL,Diesel,Individual,Manual,First Owner
5231,Audi A4 3.0 TDI Quattro,Diesel,Dealer,Automatic,First Owner
5234,Audi Q3 2.0 TDI Quattro Premium Plus,Diesel,Dealer,Automatic,First Owner
5237,Tata Zest Revotron 1.2T XMS,Petrol,Dealer,Manual,Second Owner
5240,Audi A6 2.0 TDI  Design Edition,Diesel,Dealer,Automatic,First Owner
5243,Audi Q5 2.0 TFSI Quattro Premium Plus,Petrol,Dealer,Automatic,First Owner
5246,Hyundai Santro Xing XL eRLX Euro III,Petrol,Dealer,Manual,Second Owner
5249,Ford EcoSport 1.5 TDCi Titanium BSIV,Diesel,Dealer,Manual,First Owner
5252,Datsun GO T Petrol,Petrol,Dealer,Manual,First Owner
5255,Mahindra Jeep CJ 500 DI,Diesel,Dealer,Manual,First Owner
5258,Renault Pulse RxZ,Diesel,Dealer,Manual,First Owner
5261,Hyundai Grand i10 Magna,Petrol,Dealer,Manual,First Owner
5264,Land Rover Discovery Sport SD4 HSE Luxury,Diesel,Dealer,Automatic,First Owner
5267,Renault KWID 1.0 RXT Optional,Petrol,Dealer,Manual,First Owner
5270,Maruti Baleno Alpha 1.3,Diesel,Dealer,Manual,First Owner
5273,Volkswagen Polo 2015-2019 1.2 MPI Highline,Petrol,Dealer,Manual,First Owner
5276,Toyota Etios VD,Diesel,Dealer,Manual,First Owner
5279,Chevrolet Cruze LTZ AT,Diesel,Dealer,Automatic,First Owner
5282,Honda City i-VTEC SV,Petrol,Dealer,Manual,First Owner
5285,Volkswagen Polo 2015-2019 1.2 MPI Highline,Petrol,Dealer,Manual,First Owner
5288,Tata Nexon 1.5 Revotorq XZ,Diesel,Dealer,Manual,First Owner
5291,Hyundai EON Magna Plus,Petrol,Individual,Manual,First Owner
5294,Tata Sumo Gold EX,Diesel,Individual,Manual,First Owner
5297,Honda City i DTEC VX,Diesel,Individual,Manual,First Owner
5300,Tata Indica DLE,Diesel,Individual,Manual,First Owner
5303,Tata Indica DLS,Diesel,Individual,Manual,Second Owner
5306,Tata Indigo LX,Diesel,Individual,Manual,Third Owner
5309,Ford EcoSport 1.5 TDCi Titanium BSIV,Diesel,Dealer,Manual,First Owner
5312,Ford Figo Aspire 1.2 Ti-VCT Titanium Plus,Petrol,Individual,Manual,First Owner
5315,Honda City S,Petrol,Individual,Manual,Second Owner
5318,Maruti Swift Dzire VDI,Diesel,Individual,Manual,First Owner
5321,Mercedes-Benz New C-Class C 220 CDI Grand Edition,Diesel,Individual,Automatic,First Owner
5324,Toyota Innova 2.5 VX 8 STR,Diesel,Individual,Manual,First Owner
5327,Maruti Omni MPI STD BSIV,Petrol,Individual,Manual,First Owner
5330,Maruti Alto LXi,Petrol,Individual,Manual,Third Owner
5333,Tata Indica GLS BS IV,Petrol,Individual,Manual,First Owner
5336,Maruti S-Cross Zeta DDiS 200 SH,Diesel,Individual,Manual,First Owner
5339,Mahindra Xylo D4 BSIV,Diesel,Individual,Manual,Second Owner
5342,Toyota Innova Crysta 2.5 VX BS IV,Diesel,Individual,Manual,First Owner
5345,Hyundai Verna CRDi 1.6 AT SX Option,Diesel,Individual,Automatic,First Owner
5348,Toyota Innova 2.5 V Diesel 7-seater,Diesel,Individual,Manual,First Owner
5351,Maruti Swift Dzire VDI,Diesel,Individual,Manual,First Owner
5354,Hyundai i20 Asta 1.2,Petrol,Individual,Manual,First Owner
5357,Mahindra Scorpio S2 7 Seater,Diesel,Individual,Manual,First Owner
5360,Hyundai i10 Magna 1.2 iTech SE,Petrol,Individual,Manual,Third Owner
5363,Mahindra Bolero DI,Diesel,Individual,Manual,First Owner
5366,Hyundai Grand i10 1.2 Kappa Sportz BSIV,Petrol,Individual,Manual,First Owner
5369,Hyundai Santro Xing XS,Petrol,Individual,Manual,Second Owner
5372,Chevrolet Beat Diesel LS,Diesel,Individual,Manual,First Owner
5375,Mahindra Scorpio VLS AT 2.2 mHAWK,Diesel,Individual,Automatic,First Owner
5378,Maruti Esteem VX,Petrol,Individual,Manual,Second Owner
5381,Maruti Swift Vdi BSIII,Diesel,Individual,Manual,Second Owner
5384,Honda Amaze S i-Dtech,Diesel,Individual,Manual,First Owner
5387,Mahindra Scorpio VLS AT 2.2 mHAWK,Diesel,Individual,Automatic,Second Owner
5390,Maruti Alto 800 LXI,Petrol,Individual,Manual,Second Owner
5393,Maruti Alto LXi BSIII,Petrol,Individual,Manual,Second Owner
5396,Datsun RediGO T Option,Petrol,Individual,Manual,First Owner
5399,Hyundai Grand i10 CRDi Sportz,Diesel,Individual,Manual,First Owner
5402,Hyundai Santro Xing XG AT,Petrol,Individual,Automatic,Second Owner
5405,Skoda Yeti Ambition 4X2,Diesel,Individual,Manual,Second Owner
5408,Hyundai Verna 1.6 SX,Diesel,Individual,Manual,Third Owner
5411,Ford Ecosport 1.5 DV5 MT Titanium,Diesel,Individual,Manual,First Owner
5414,Maruti Wagon R LXI CNG,CNG,Individual,Manual,Second Owner
5417,Maruti Swift Dzire VXi,Petrol,Individual,Manual,Fourth & Above Owner
5420,Maruti Wagon R LXI CNG,CNG,Individual,Manual,Second Owner
5423,Volkswagen Polo Diesel Trendline 1.2L,Diesel,Individual,Manual,Fourth & Above Owner
5426,Maruti Eeco 5 Seater AC BSIV,Petrol,Dealer,Manual,First Owner
5429,Hyundai Verna SX,Petrol,Dealer,Manual,First Owner
5432,Honda Jazz 1.5 VX i DTEC,Diesel,Individual,Manual,First Owner
5435,Maruti SX4 Celebration Petrol,Petrol,Individual,Manual,Second Owner
5438,Hyundai i20 Active S Diesel,Diesel,Dealer,Manual,First Owner
5441,Maruti Alto 800 LXI,Petrol,Dealer,Manual,First Owner
5444,Honda Amaze V CVT Petrol BSIV,Petrol,Dealer,Automatic,First Owner
5447,Maruti Ciaz ZXi,Petrol,Dealer,Manual,First Owner
5450,Hyundai i20 Active SX Petrol,Petrol,Dealer,Manual,First Owner
5453,Hyundai i10 Magna,Petrol,Dealer,Manual,First Owner
5456,Nissan Terrano XL 85 PS,Diesel,Dealer,Manual,First Owner
5459,Tata New Safari DICOR 2.2 EX 4x2,Diesel,Dealer,Manual,First Owner
5462,Hyundai EON Magna Plus,Petrol,Dealer,Manual,First Owner
5465,Mahindra Bolero B6,Diesel,Dealer,Manual,First Owner
5468,BMW X1 sDrive 20d xLine,Diesel,Individual,Automatic,First Owner
5471,Mahindra Scorpio SLE BS IV,Diesel,Dealer,Manual,First Owner
5474,Maruti Swift Dzire 1.2 Vxi BSIV,Petrol,Dealer,Manual,Second Owner
5477,Maruti Ertiga ZXI,Petrol,Dealer,Manual,First Owner
5480,Maruti Alto LX,Petrol,Dealer,Manual,First Owner
5483,Maruti Swift ZDI Plus,Diesel,Dealer,Manual,Second Owner
5486,Maruti Alto LX,Petrol,Individual,Manual,First Owner
5489,Maruti Wagon R VXI BSIII,Petrol,Individual,Manual,Second Owner
5492,Chevrolet Tavera Neo 2 LT L 9 Str,Diesel,Individual,Manual,First Owner
5495,Tata Indica Vista Aura Plus 1.3 Quadrajet,Diesel,Individual,Manual,Second Owner
5498,Renault Duster 85PS Diesel RxL Plus,Diesel,Individual,Manual,Second Owner
5501,Maruti Swift Dzire Vdi BSIV,Diesel,Individual,Manual,Fourth & Above Owner
5504,Maruti Wagon R VXI BSIII,Petrol,Individual,Manual,Second Owner
5507,Toyota Innova 2.5 G (Diesel) 8 Seater,Diesel,Individual,Manual,Second Owner
5510,Mahindra Bolero Power Plus SLX,Diesel,Individual,Manual,First Owner
5513,Maruti Swift 1.3 VXi,Petrol,Individual,Manual,First Owner
5516,Mahindra Scorpio S2 7 Seater,Diesel,Individual,Manual,First Owner
5519,Maruti Zen LXI,Petrol,Individual,Manual,Second Owner
5522,Maruti Wagon R LXI Minor,Petrol,Individual,Manual,Second Owner
5525,Hyundai EON D Lite Plus,Petrol,Individual,Manual,First Owner
5528,Renault KWID 1.0 RXT Optional,Petrol,Individual,Manual,First Owner
5531,Hyundai Grand i10 Magna,Petrol,Individual,Manual,Third Owner
5534,Tata Tigor 1.2 Revotron XT,Petrol,Individual,Manual,First Owner
5537,Maruti SX4 Celebration Diesel,Diesel,Individual,Manual,First Owner
5540,Volkswagen Polo Diesel Comfortline 1.2L,Diesel,Individual,Manual,First Owner
5543,Maruti Alto LXi,Petrol,Individual,Manual,Third Owner
5546,Maruti Alto LX BSIII,Petrol,Individual,Manual,Second Owner
5549,Maruti Alto LXi BSIII,Petrol,Individual,Manual,Second Owner
5552,Maruti Gypsy King Hard Top,Petrol,Individual,Manual,Fourth & Above Owner
5555,Renault Duster 85PS Diesel RxL,Diesel,Individual,Manual,Second Owner
5558,Tata Manza Club Class Quadrajet90 VX,Diesel,Individual,Manual,First Owner
5561,Hyundai Verna CRDi,Diesel,Individual,Manual,Second Owner
5564,Hyundai i20 Asta 1.4 CRDi,Diesel,Individual,Manual,First Owner
5567,Hyundai Xcent 1.1 CRDi Base,Diesel,Individual,Manual,First Owner
5570,Maruti Swift VDI,Diesel,Individual,Manual,First Owner
5573,Hyundai i20 Active 1.2 S,Petrol,Individual,Manual,First Owner
5576,Maruti Alto 800 LXI,Petrol,Individual,Manual,Second Owner
5579,Hyundai Verna CRDi,Diesel,Individual,Manual,Second Owner
5582,Hyundai Grand i10 Sportz,Petrol,Individual,Manual,First Owner
5585,Maruti Baleno Zeta,Petrol,Individual,Manual,First Owner
5588,Maruti Swift VXI Deca,Petrol,Individual,Manual,First Owner
5591,Hyundai i10 Sportz 1.1L,Petrol,Individual,Manual,First Owner
5594,Hyundai Grand i10 Asta,Petrol,Individual,Manual,First Owner
5597,Maruti Swift Dzire VDI,Diesel,Individual,Manual,Second Owner
5600,Maruti Ignis 1.2 AMT Delta BSIV,Petrol,Individual,Automatic,First Owner
5603,Hyundai Santro Xing GL Plus,Petrol,Individual,Manual,Second Owner
5606,Toyota Innova Crysta 2.4 VX MT 8S BSIV,Diesel,Individual,Manual,First Owner
5609,Mahindra Bolero Power Plus LX,Diesel,Individual,Manual,First Owner
5612,Maruti Vitara Brezza ZDi Plus,Diesel,Individual,Manual,First Owner
5615,Maruti Swift 1.2 DLX,Petrol,Individual,Manual,Second Owner
5618,Hyundai i10 Magna 1.2 iTech SE,Petrol,Individual,Manual,Second Owner
5621,Maruti Swift Dzire VDi,Diesel,Individual,Manual,Second Owner
5624,Maruti Zen Estilo 1.1 VXI BSIII,Petrol,Individual,Manual,Second Owner
5627,Maruti A-Star Vxi,Petrol,Individual,Manual,Third Owner
5630,Mahindra KUV 100 mFALCON D75 K6,Diesel,Individual,Manual,First Owner
5633,Tata Nano Cx BSIV,Petrol,Individual,Manual,Second Owner
5636,Mahindra Xylo D4,Diesel,Individual,Manual,First Owner
5639,Tata Nano Lx,Petrol,Individual,Manual,First Owner
5642,Toyota Innova 2.5 VX (Diesel) 8 Seater,Diesel,Individual,Manual,First Owner
5645,Mahindra Bolero SLX 2WD BSIII,Diesel,Individual,Manual,Fourth & Above Owner
5648,Mahindra TUV 300 T4,Diesel,Individual,Manual,First Owner
5651,Tata Safari Storme VX Varicor 400,Diesel,Individual,Manual,First Owner
5654,Hyundai i10 Magna 1.2 iTech SE,Petrol,Individual,Manual,Second Owner
5657,Maruti Baleno Delta Automatic,Petrol,Individual,Automatic,First Owner
5660,Maruti Alto 800 LXI,Petrol,Individual,Manual,Third Owner
5663,Chevrolet Spark 1.0 LT,Petrol,Individual,Manual,First Owner
5666,Ford Figo Diesel Celebration Edition,Diesel,Individual,Manual,First Owner
5669,Maruti Alto LX,Petrol,Individual,Manual,First Owner
5672,Maruti Vitara Brezza VDi,Diesel,Individual,Manual,First Owner
5675,Tata Indica Vista Quadrajet LX,Diesel,Individual,Manual,Third Owner
5678,Tata Indica Vista TDI LS,Diesel,Dealer,Manual,First Owner
5681,Tata Indica Vista TDI LS,Diesel,Dealer,Manual,Second Owner
5684,Maruti Alto LXi,Petrol,Dealer,Manual,Second Owner
5687,Hyundai i20 Active S Petrol,Petrol,Dealer,Manual,First Owner
5690,Maruti Swift VDI BSIV,Diesel,Dealer,Manual,First Owner
5693,Tata Indica Vista Terra Quadrajet 1.3L,Diesel,Individual,Manual,Third Owner
5696,Nissan Sunny XL,Petrol,Individual,Manual,First Owner
5699,Hyundai Verna 1.6 SX VTVT (O),Petrol,Individual,Manual,First Owner
5702,Renault KWID 1.0 RXT Optional,Petrol,Individual,Manual,First Owner
5705,Volkswagen Vento Diesel Style Limited Edition,Diesel,Individual,Manual,Second Owner
5708,Maruti Swift Dzire VXi,Petrol,Dealer,Manual,First Owner
5711,Chevrolet Aveo 1.4 LS,Petrol,Dealer,Manual,First Owner
5714,Honda Amaze S i-Dtech,Diesel,Dealer,Manual,First Owner
5717,Chevrolet Beat PS,Petrol,Individual,Manual,First Owner
5720,Chevrolet Beat PS,Petrol,Individual,Manual,First Owner
5723,Honda Amaze S i-Dtech,Diesel,Dealer,Manual,First Owner
5726,Honda City E,Petrol,Dealer,Manual,First Owner
5729,Maruti Swift VXI BSIII,Petrol,Dealer,Manual,First Owner
5732,Honda Amaze S i-Dtech,Diesel,Dealer,Manual,First Owner
5735,Maruti Wagon R VXI Minor ABS,Petrol,Individual,Manual,First Owner
5738,Maruti Omni BSIII 8-STR W/ IMMOBILISER,Petrol,Individual,Manual,Second Owner
5741,Maruti Esteem Vxi - BSIII,Petrol,Individual,Manual,Second Owner
5744,Maruti Alto 800 LXI,Petrol,Individual,Manual,Second Owner
5747,Mahindra Xylo H4 ABS,Diesel,Individual,Manual,First Owner
5750,Datsun GO Plus T Option BSIV,Petrol,Individual,Manual,Second Owner
5753,Hyundai Elantra CRDi (Leather Option),Diesel,Individual,Manual,Third Owner
5756,Chevrolet Beat Diesel LT,Diesel,Individual,Manual,First Owner
5759,Toyota Corolla Altis D-4D J,Diesel,Individual,Manual,First Owner
5762,Hyundai i20 1.4 CRDi Era,Diesel,Individual,Manual,First Owner
5765,Tata Indica Vista Aqua 1.3 Quadrajet,Diesel,Individual,Manual,Second Owner
5768,Hyundai Verna XXi (Petrol),Petrol,Individual,Manual,Second Owner
5771,Nissan Sunny Diesel XV,Diesel,Individual,Manual,First Owner
5774,Datsun RediGO T Option,Petrol,Individual,Manual,First Owner
5777,Maruti Wagon R LX,Petrol,Individual,Manual,Second Owner
5780,Tata Indigo LS,Diesel,Individual,Manual,First Owner
5783,Ford Figo Aspire 1.2 Ti-VCT Trend,Petrol,Individual,Manual,First Owner
5786,Hyundai Santro Xing XK (Non-AC),Petrol,Individual,Manual,First Owner
5789,Volkswagen Passat 1.8 TSI MT,Petrol,Individual,Manual,Second Owner
5792,Toyota Etios GD,Diesel,Individual,Manual,First Owner
5795,Chevrolet Beat Diesel LS,Diesel,Individual,Manual,First Owner
5798,Ford Figo Diesel LXI,Diesel,Individual,Manual,Second Owner
5801,Ford EcoSport 1.5 Ti VCT MT Trend BSIV,Petrol,Dealer,Manual,First Owner
5804,Toyota Corolla Executive (HE),Petrol,Dealer,Manual,First Owner
5807,Ford Freestyle Titanium Diesel BSIV,Diesel,Dealer,Manual,First Owner
5810,Hyundai i10 Sportz 1.1L,Petrol,Dealer,Manual,First Owner
5813,Maruti Ignis 1.2 Zeta BSIV,Petrol,Individual,Manual,First Owner
5816,Toyota Etios V,Petrol,Dealer,Manual,First Owner
5819,Maruti Celerio VXI AT,Petrol,Dealer,Automatic,Second Owner
5822,Toyota Etios Liva 1.2 G,Petrol,Dealer,Manual,Second Owner
5825,Toyota Corolla H6,Petrol,Dealer,Manual,Second Owner
5828,Renault Duster RXL AWD,Diesel,Dealer,Manual,First Owner
5831,Volkswagen Polo 1.5 TDI Trendline,Diesel,Dealer,Manual,First Owner
5834,Volkswagen Polo 1.5 TDI Comfortline,Diesel,Dealer,Manual,First Owner
5837,Ford Figo Diesel EXI,Diesel,Dealer,Manual,Second Owner
5840,Honda Jazz VX CVT,Petrol,Dealer,Automatic,First Owner
5843,Maruti Swift Dzire Tour LDI,Diesel,Dealer,Manual,First Owner
5846,Hyundai Verna CRDi 1.6 SX Option,Diesel,Individual,Manual,First Owner
5849,Maruti 800 Std MPFi,Petrol,Individual,Manual,First Owner
5852,Maruti 800 AC,Petrol,Individual,Manual,Second Owner
5855,Tata Zest Quadrajet 1.3 75PS XE,Diesel,Individual,Manual,First Owner
5858,Hyundai Verna 1.6 CRDI SX Option,Diesel,Individual,Manual,First Owner
5861,Volkswagen Vento Diesel Highline,Diesel,Individual,Manual,Second Owner
5864,Mercedes-Benz E-Class E250 CDI Blue Efficiency,Diesel,Individual,Automatic,First Owner
5867,Toyota Etios 1.4 VXD,Diesel,Individual,Manual,First Owner
5870,Toyota Fortuner 2.8 2WD AT BSIV,Diesel,Individual,Automatic,First Owner
5873,Maruti Alto 800 VXI,Petrol,Individual,Manual,First Owner
5876,Mahindra Quanto C6,Diesel,Individual,Manual,Second Owner
5879,Volkswagen Vento 1.5 TDI Highline,Diesel,Dealer,Manual,First Owner
5882,Maruti Ciaz ZDi,Diesel,Dealer,Manual,Second Owner
5885,Volkswagen Ameo 1.5 TDI Comfortline,Diesel,Individual,Manual,First Owner
5888,Tata Nano CX SE,Petrol,Individual,Manual,Third Owner
5891,Tata Manza Aura Quadrajet,Diesel,Individual,Manual,Third Owner
5894,Maruti Omni E 8 Str STD,Petrol,Individual,Manual,Fourth & Above Owner
5897,Honda City 1.5 EXI,Petrol,Individual,Manual,Second Owner
5900,Volkswagen Polo Diesel Comfortline 1.2L,Diesel,Individual,Manual,Second Owner
5903,Chevrolet Optra 1.6 LS,Petrol,Individual,Manual,Second Owner
5906,Mahindra TUV 300 T10,Diesel,Individual,Manual,First Owner
5909,Mahindra Alturas G4 4X2 AT BSIV,Diesel,Individual,Automatic,First Owner
5912,Maruti Zen Estilo LX BSIII,Petrol,Individual,Manual,Second Owner
5915,Mahindra Bolero Power Plus Plus AC BSIV PS,Diesel,Individual,Manual,Second Owner
5918,Maruti Alto 800 VXI,Petrol,Individual,Manual,First Owner
5921,Tata Indica LXI,Petrol,Individual,Manual,Second Owner
5924,Maruti Swift Dzire VDI,Diesel,Individual,Manual,Second Owner
5927,Maruti Ritz VDi,Diesel,Individual,Manual,Second Owner
5930,Tata Sumo Gold EX,Diesel,Individual,Manual,Second Owner
5933,Toyota Innova Crysta 2.4 VX MT BSIV,Diesel,Individual,Manual,First Owner
5936,Mahindra Quanto C6,Diesel,Individual,Manual,Second Owner
5939,Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,Diesel,Individual,Manual,First Owner
5942,Maruti Wagon R LX Minor,Petrol,Individual,Manual,Fourth & Above Owner
5945,Mahindra Bolero DI DX 7 Seater,Diesel,Individual,Manual,Second Owner
5948,Maruti Wagon R VXI Optional,Petrol,Individual,Manual,Second Owner
5951,Tata Sumo Victa CX 7/9 Str BSII,Diesel,Individual,Manual,Second Owner
5954,Maruti Alto LX BSIII,Petrol,Individual,Manual,First Owner
5957,Tata Indica GLS BS IV,Petrol,Individual,Manual,Second Owner
5960,Tata Indica Vista Aqua TDI BSIII,Diesel,Individual,Manual,First Owner
5963,Maruti Wagon R LXI Minor,Petrol,Individual,Manual,Second Owner
5966,Mahindra Scorpio M2DI,Diesel,Individual,Manual,Second Owner
5969,Skoda Superb Elegance 2.0 TDI CR AT,Diesel,Individual,Automatic,Second Owner
5972,Maruti Swift VXI,Petrol,Individual,Manual,First Owner
5975,Jeep Compass 2.0 Longitude Option BSIV,Diesel,Individual,Manual,First Owner
5978,Tata Indica DL,Diesel,Individual,Manual,Second Owner
5981,Ford Fiesta 1.6 ZXi Leather,Petrol,Individual,Manual,First Owner
5984,Volkswagen Vento Diesel Highline,Diesel,Individual,Manual,Second Owner
5987,Ford Fiesta 1.6 ZXi Leather,Petrol,Individual,Manual,First Owner
5990,Skoda Superb Elegance 2.0 TDI CR AT,Diesel,Individual,Automatic,Second Owner
5993,Maruti Ertiga VDI,Diesel,Individual,Manual,First Owner
5996,Mahindra Bolero Power Plus Plus AC BSIV PS,Diesel,Individual,Manual,First Owner
5999,Mahindra Scorpio EX,Diesel,Individual,Manual,First Owner
6002,Hyundai Santro Xing XL AT eRLX Euro III,Petrol,Individual,Automatic,Third Owner
6005,Mahindra Thar DI 4X4 PS,Diesel,Individual,Manual,First Owner
6008,Hyundai Grand i10 1.2 Kappa Magna BSIV,Petrol,Individual,Manual,First Owner
6011,Maruti Swift VDI,Diesel,Individual,Manual,First Owner
6014,Ford Fiesta 1.4 Duratec ZXI,Petrol,Individual,Manual,Third Owner
6017,Maruti Alto 800 LXI,Petrol,Individual,Manual,First Owner
6020,Hyundai i20 Asta Option 1.4 CRDi,Diesel,Individual,Manual,First Owner
6023,Maruti Swift Dzire LXI,Petrol,Individual,Manual,First Owner
6026,Maruti Wagon R VXI BS IV with ABS,Petrol,Individual,Manual,Third Owner
6029,Maruti Alto LX,Petrol,Individual,Manual,Second Owner
6032,Maruti Swift Dzire VDI,Diesel,Individual,Manual,First Owner
6035,Maruti A-Star Vxi,Petrol,Individual,Manual,Second Owner
6038,Ford Figo Diesel Titanium,Diesel,Individual,Manual,Second Owner
6041,Hyundai Verna 1.6 SX CRDi (O),Diesel,Individual,Manual,Second Owner
6044,Hyundai Verna 1.6 SX CRDi (O),Diesel,Individual,Manual,Second Owner
6047,Maruti Alto LX,Petrol,Individual,Manual,Second Owner
6050,Maruti 800 EX,Petrol,Individual,Manual,First Owner
6053,Renault KWID Climber 1.0 AMT,Petrol,Individual,Automatic,First Owner
6056,Mahindra Bolero Power Plus SLE,Diesel,Individual,Manual,First Owner
6059,Maruti Swift Dzire VDI,Diesel,Individual,Manual,Second Owner
6062,Hyundai Xcent 1.2 VTVT S,Petrol,Individual,Manual,Second Owner
6065,Maruti Wagon R LXI LPG BSIV,LPG,Individual,Manual,Second Owner
6068,Nissan Micra Diesel XV Premium,Diesel,Individual,Manual,Second Owner
6071,Nissan Micra Diesel XV Premium,Diesel,Individual,Manual,First Owner
6074,Maruti Zen LXi - BS III,Petrol,Dealer,Manual,First Owner
6077,Maruti Alto LXi BSIII,Petrol,Dealer,Manual,First Owner
6080,Honda City i DTEC SV,Diesel,Individual,Manual,First Owner
6083,Maruti Alto K10 2010-2014 VXI,Petrol,Individual,Manual,Second Owner
6086,Toyota Innova 2.5 VX (Diesel) 7 Seater,Diesel,Individual,Manual,Third Owner
6089,Maruti Wagon R VXI BSIII,Petrol,Individual,Manual,Second Owner
6092,Maruti Alto LXi,Petrol,Individual,Manual,Second Owner
6095,Honda Civic 1.8 (E) MT,Petrol,Individual,Manual,Second Owner
6098,Maruti Swift VDI,Diesel,Individual,Manual,Second Owner
6101,Maruti Swift Dzire VDI,Diesel,Individual,Manual,First Owner
6104,Maruti Zen Estilo 1.1 LXI BSIII,Petrol,Individual,Manual,Third Owner
6107,Honda City 1.5 V MT,Petrol,Individual,Manual,Second Owner
6110,Tata Manza ELAN Quadrajet BS IV,Diesel,Individual,Manual,Second Owner
6113,Maruti Swift Dzire ZDI,Diesel,Individual,Manual,Second Owner
